Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of good,Number of facades,Swimming pool,State of building
20452242,DEURNE,2100,249000.0,HOUSE,HOUSE,sale,3.0,150.0,1,0,0,25.0,25.0,80.0,2.0,0,TO_RENOVATE
20523443,Drogenbos,1620,285000.0,APARTMENT,APARTMENT,sale,2.0,97.0,1,0,0,5.0,,,2.0,0,GOOD
20659533,Mol,2400,289000.0,HOUSE,HOUSE,sale,3.0,125.0,1,0,0,,,325.0,3.0,0,
20191696,Heist-aan-Zee,8301,1195000.0,APARTMENT,APARTMENT,sale,2.0,96.0,0,1,0,10.0,,,,0,GOOD
20510723,VILLERS-DEVANT-ORVAL,6823,289000.0,HOUSE,HOUSE,sale,5.0,234.0,1,0,0,,,2784.0,4.0,0,TO_RENOVATE
11447636,Knokke-Heist,8300,1075000.0,APARTMENT,APARTMENT,sale,3.0,130.0,0,0,0,,,,,0,TO_RENOVATE
20435872,Elsene,1050,508000.0,APARTMENT,DUPLEX,sale,2.0,92.0,1,1,0,26.0,,,3.0,0,AS_NEW
20630625,CHÂTELET,6200,185000.0,HOUSE,HOUSE,sale,3.0,124.0,1,0,0,10.0,95.0,171.0,2.0,0,GOOD
20658927,Blankenberge,8370,115000.0,APARTMENT,FLAT_STUDIO,sale,0.0,26.0,0,1,0,,,,2.0,0,
20238021,Woluwe-Saint-Lambert,1200,1150000.0,APARTMENT,PENTHOUSE,sale,3.0,198.0,1,0,0,18.0,,,3.0,0,AS_NEW
20655679,FOLX-LES-CAVES,1350,175000.0,HOUSE,HOUSE,sale,2.0,138.0,0,0,0,,192.0,192.0,2.0,0,TO_RENOVATE
20500398,Woluwe-Saint-Lambert,1200,475000.0,APARTMENT,APARTMENT,sale,3.0,135.0,1,0,0,80.0,,,2.0,0,TO_BE_DONE_UP
20505938,Knokke,8300,695000.0,APARTMENT,APARTMENT,sale,3.0,,0,0,0,,,,,0,JUST_RENOVATED
20647082,Jambes,5100,289.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20644035,Deurne,2100,249000.0,APARTMENT,APARTMENT,sale,2.0,89.0,1,0,0,,,,2.0,0,AS_NEW
20507876,Herstal,4040,179000.0,HOUSE,HOUSE,sale,2.0,90.0,1,0,0,11.0,60.0,155.0,2.0,0,AS_NEW
20647464,Molenbeek-Saint-Jean,1080,199000.0,APARTMENT,APARTMENT,sale,2.0,80.0,1,0,0,5.0,,,2.0,0,GOOD
10731410,GENAPPE,1470,265.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20642001,Gent,9000,160000.0,APARTMENT,APARTMENT,sale,1.0,15.0,1,0,0,,,,2.0,0,AS_NEW
20447956,Schaerbeek,1030,665000.0,APARTMENT,APARTMENT,sale,3.0,167.0,1,0,0,37.0,90.0,,2.0,0,AS_NEW
20626880,Gent,9000,229000.0,APARTMENT,APARTMENT,sale,2.0,75.0,0,0,0,12.0,,,4.0,0,GOOD
20655506,GENT,9000,185000.0,APARTMENT,APARTMENT,sale,1.0,55.0,1,0,0,,,,2.0,0,TO_BE_DONE_UP
20616909,Antwerpen,2000,216000.0,APARTMENT,FLAT_STUDIO,sale,1.0,45.0,1,0,0,,,,2.0,0,GOOD
20657883,TIENEN,3300,499000.0,HOUSE,HOUSE,sale,3.0,127.0,1,0,0,,,1596.0,4.0,0,GOOD
20654803,Sint-Pieters-Leeuw,1600,429000.0,HOUSE,HOUSE,sale,4.0,182.0,1,0,0,8.0,,268.0,,0,GOOD
20575393,Koksijde,8670,139000.0,HOUSE,HOUSE,sale,3.0,77.0,0,0,0,,,105.0,,0,TO_BE_DONE_UP
20542191,EKEREN,2180,245000.0,APARTMENT,APARTMENT,sale,1.0,67.0,1,0,0,6.0,,,3.0,0,AS_NEW
20658966,Woluwe-Saint-Pierre,1150,975000.0,HOUSE,TOWN_HOUSE,sale,4.0,336.0,1,0,0,,60.0,0.0,2.0,0,AS_NEW
20648762,THUIN,6536,49999.0,HOUSE,HOUSE,sale,2.0,131.0,1,0,0,15.0,,120.0,3.0,0,TO_RENOVATE
20636767,Nazareth,9810,347551.0,HOUSE,TOWN_HOUSE,sale,3.0,169.0,1,0,0,,,138.0,2.0,0,AS_NEW
20660171,Leuven,3010,263000.0,HOUSE,HOUSE,sale,3.0,144.0,0,0,0,6.0,71.0,350.0,4.0,0,TO_RENOVATE
20655864,Ledeberg,9050,374000.0,HOUSE,HOUSE,sale,4.0,136.0,1,0,0,,,83.0,2.0,0,GOOD
20629031,Schendelbeke,9506,289000.0,HOUSE,HOUSE,sale,3.0,136.0,1,0,0,,,835.0,4.0,0,GOOD
20656459,Houthalen-Helchteren,3530,210000.0,HOUSE,HOUSE,sale,3.0,116.0,0,0,0,,,868.0,4.0,0,TO_RENOVATE
20343897,Saint-Gilles,1060,245000.0,APARTMENT,APARTMENT,sale,2.0,76.0,1,0,0,4.0,,,,0,GOOD
20652168,HERNE,1540,199000.0,APARTMENT,APARTMENT,sale,3.0,109.0,0,0,0,,,,2.0,0,JUST_RENOVATED
20632832,Wegnez,4860,790000.0,HOUSE,CASTLE,sale,8.0,650.0,1,0,0,40.0,,5000.0,4.0,0,
10687813,Zingem,9750,413.026,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20575537,Meise,1861,1199000.0,HOUSE,COUNTRY_COTTAGE,sale,5.0,490.0,0,0,0,60.0,2500.0,2995.0,4.0,1,GOOD
20643134,Nieuwpoort,8620,795000.0,APARTMENT,APARTMENT,sale,2.0,90.0,1,1,0,28.0,,,,0,GOOD
10981811,Ingelmunster,8770,575000.0,APARTMENT,APARTMENT,sale,3.0,190.0,1,0,0,11.0,,,,0,
20643946,MERKSEM,2170,229000.0,APARTMENT,APARTMENT,sale,2.0,66.0,1,0,0,,,,2.0,0,JUST_RENOVATED
20472812,GRIVEGNÉE,4030,229000.0,HOUSE,HOUSE,sale,2.0,112.0,1,0,0,11.0,138.0,211.0,6.0,0,JUST_RENOVATED
20647849,Lokeren,9160,485000.0,HOUSE,HOUSE,sale,5.0,370.0,0,0,0,,,155.0,2.0,0,GOOD
20555486,Izegem,8870,199000.0,HOUSE,HOUSE,sale,4.0,194.0,0,0,0,,,289.0,,0,TO_RENOVATE
20663411,GRÂCE-BERLEUR,4460,295000.0,APARTMENT,APARTMENT,sale,2.0,100.0,1,0,0,7.0,,,2.0,0,GOOD
20267040,Antwerpen,2018,419900.0,APARTMENT,APARTMENT,sale,3.0,146.0,1,0,0,5.0,,,2.0,0,AS_NEW
20659219,Koekelberg,1081,239000.0,APARTMENT,APARTMENT,sale,1.0,75.0,1,0,0,,,,2.0,0,
10740545,MONS,7000,165.5,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20634053,Oudenaarde Eine,9700,420000.0,HOUSE,HOUSE,sale,5.0,250.0,0,0,0,,,432.0,3.0,0,GOOD
20551856,Gentbrugge,9050,345000.0,HOUSE,HOUSE,sale,4.0,152.0,0,0,0,,,80.0,,0,TO_RENOVATE
20465845,LIER,2500,335000.0,APARTMENT,PENTHOUSE,sale,2.0,92.0,1,0,0,14.0,,,2.0,0,
20639574,KONTICH,2550,559000.0,HOUSE,HOUSE,sale,5.0,332.0,1,0,0,,520.0,1182.0,4.0,0,TO_BE_DONE_UP
20562414,Avelgem,8580,455000.0,HOUSE,HOUSE,sale,5.0,197.0,0,0,0,,468.0,468.0,3.0,0,
20558554,SIJSELE,8340,335.001,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
11075594,ROUX,6044,95000.0,HOUSE,HOUSE,sale,1.0,81.0,1,0,0,,,125.0,3.0,0,TO_BE_DONE_UP
20597775,Sint-Niklaas,9100,749000.0,HOUSE,MANSION,sale,6.0,432.0,0,0,0,,,1098.0,,1,GOOD
20652939,Beveren-Kruibeke-Zwijndrecht,9120,186000.0,APARTMENT,APARTMENT,sale,2.0,93.0,0,0,0,50.0,,,,0,GOOD
20459402,Tielt (8700),8700,395800.0,HOUSE,HOUSE,sale,3.0,152.0,0,0,0,,,292.0,,0,GOOD
10646002,Herne,1540,435.455,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20643888,GEEL,2440,465000.0,HOUSE,HOUSE,sale,3.0,238.0,1,0,0,,,456.0,4.0,0,GOOD
20612194,GENK,3600,295000.0,HOUSE,HOUSE,sale,2.0,222.0,0,0,0,,,2355.0,13.0,0,TO_RENOVATE
20285519,Lichtervelde,8810,295000.0,APARTMENT,APARTMENT,sale,2.0,99.0,0,0,0,14.0,,,,0,GOOD
20425139,WIEZE,9280,419000.0,HOUSE,HOUSE,sale,3.0,344.0,0,0,0,,,1459.0,,1,TO_RENOVATE
20552414,Aalst,9300,249000.0,HOUSE,HOUSE,sale,6.0,140.0,1,0,0,,88.0,160.0,2.0,0,TO_RENOVATE
20651017,Nazareth,9810,510.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20649073,TAMINES,5060,175000.0,APARTMENT,APARTMENT,sale,2.0,,0,0,0,,,,3.0,0,
20643997,WOMMELGEM,2160,279000.0,APARTMENT,APARTMENT,sale,3.0,93.0,1,0,0,4.0,,,3.0,0,GOOD
20653668,Antwerpen,2018,135000.0,APARTMENT,FLAT_STUDIO,sale,1.0,18.0,0,0,0,,,,2.0,0,AS_NEW
20506799,PALISEUL,6850,156000.0,HOUSE,HOUSE,sale,3.0,186.0,1,0,0,20.0,99.0,183.0,2.0,0,
11168245,Oudenaarde,9700,522843.0,APARTMENT,APARTMENT,sale,3.0,130.0,0,0,0,12.0,,,,0,
20659349,Flobecq,7880,650000.0,HOUSE,HOUSE,sale,7.0,426.0,0,0,0,,,3453.0,4.0,0,
20552317,Grembergen (Dendermonde),9200,312218.0,APARTMENT,APARTMENT,sale,2.0,95.0,0,0,0,9.0,,,3.0,0,GOOD
20514111,Koksijde,8670,272500.0,APARTMENT,APARTMENT,sale,2.0,76.0,0,0,0,,,,,0,GOOD
20465193,Anderlecht,1070,426500.0,APARTMENT,PENTHOUSE,sale,3.0,113.0,1,0,0,28.0,23.0,,2.0,0,AS_NEW
20571984,Tienen,3300,165000.0,APARTMENT,APARTMENT,sale,1.0,67.0,1,0,0,20.0,,,,0,GOOD
20645283,Aarschot,3200,698500.0,HOUSE,EXCEPTIONAL_PROPERTY,sale,6.0,255.0,1,0,0,42.0,500.0,970.0,4.0,0,AS_NEW
20651428,Lessines,7864,348000.0,HOUSE,HOUSE,sale,2.0,159.0,0,0,0,,,0.0,3.0,0,GOOD
20656406,Menen,8930,299000.0,HOUSE,HOUSE,sale,3.0,271.0,0,0,0,,,431.0,,0,
20647861,GEEL,2440,328733.0,APARTMENT,APARTMENT,sale,3.0,106.0,0,0,0,9.0,,,,0,
20657648,Aalst Herdersem,9310,375000.0,HOUSE,HOUSE,sale,3.0,195.0,1,0,0,,185.0,331.0,2.0,0,JUST_RENOVATED
20563055,Woluwe-Saint-Lambert,1200,765000.0,APARTMENT,APARTMENT,sale,4.0,217.0,1,0,0,19.0,,,2.0,0,AS_NEW
20625013,Sint-Jans-Molenbeek,1080,199000.0,APARTMENT,APARTMENT,sale,1.0,72.0,1,0,0,20.0,,,2.0,0,GOOD
20209613,CHAUMONT-GISTOUX,1325,345000.0,HOUSE,HOUSE,sale,2.0,113.0,0,0,0,35.0,,920.0,2.0,0,GOOD
20661421,Libin,6890,289000.0,HOUSE,HOUSE,sale,3.0,126.0,1,0,0,12.0,225.0,450.0,3.0,0,
20650072,Mons,7000,195000.0,HOUSE,HOUSE,sale,3.0,141.0,1,1,0,,,0.0,2.0,0,JUST_RENOVATED
20659596,DEFTINGE,9570,571264.0,HOUSE,HOUSE,sale,3.0,252.0,1,0,0,,,875.0,9.0,0,
20560552,Oud-Heverlee,3050,2145000.0,HOUSE,VILLA,sale,4.0,380.0,1,0,0,,,2632.0,,1,AS_NEW
20457566,Saint-Gilles,1060,490000.0,HOUSE,MIXED_USE_BUILDING,sale,5.0,225.0,0,0,0,,,0.0,2.0,0,GOOD
20645731,Huy,4500,109500.0,HOUSE,HOUSE,sale,2.0,70.0,1,0,0,,,833.0,3.0,0,TO_RENOVATE
20151536,Lede,9340,165000.0,HOUSE,HOUSE,sale,3.0,98.0,1,0,0,,,103.0,2.0,0,TO_RENOVATE
20641322,Ittre,1460,345000.0,HOUSE,HOUSE,sale,4.0,201.0,1,0,0,,,112.0,2.0,0,AS_NEW
20495537,Izegem,8870,320000.0,APARTMENT,APARTMENT,sale,2.0,100.0,0,0,0,,,,,0,GOOD
20611335,Boutersem,3370,422000.0,HOUSE,FARMHOUSE,sale,5.0,356.0,0,0,0,,925.0,1300.0,2.0,0,TO_RENOVATE
20595763,Sint-Denijs-Westrem,9051,175000.0,APARTMENT,APARTMENT,sale,2.0,88.0,1,0,0,,,,,0,
20562609,Saint-Gilles,1060,135000.0,APARTMENT,FLAT_STUDIO,sale,0.0,36.0,1,0,0,,,,2.0,0,AS_NEW
20554404,LAAKDAL,2430,439000.0,APARTMENT,APARTMENT,sale,3.0,135.0,1,0,0,10.0,,,3.0,0,
20627767,ZAVENTEM,1930,235000.0,APARTMENT,APARTMENT,sale,2.0,80.0,1,0,0,,,,4.0,0,GOOD
20657227,La Hulpe,1310,450000.0,HOUSE,HOUSE,sale,4.0,162.0,1,0,0,,790.0,790.0,2.0,0,GOOD
20649903,Gent,9000,279000.0,APARTMENT,APARTMENT,sale,0.0,,0,0,0,,,,2.0,0,AS_NEW
20285518,Lichtervelde,8810,304000.0,APARTMENT,APARTMENT,sale,2.0,100.0,0,0,0,18.0,,,,0,GOOD
20663108,OOSTERZELE,9860,645000.0,HOUSE,VILLA,sale,4.0,230.0,1,0,1,,,1100.0,3.0,0,AS_NEW
20497732,ANTWERPEN,2060,160000.0,APARTMENT,APARTMENT,sale,1.0,72.0,0,0,0,,,,2.0,0,GOOD
20054555,Knokke,8300,1395000.0,HOUSE,VILLA,sale,3.0,164.0,0,0,0,,,465.0,,0,GOOD
20497335,Knokke,8300,349000.0,APARTMENT,APARTMENT,sale,1.0,55.0,0,0,0,,,,2.0,0,GOOD
20281067,LEVAL-TRAHEGNIES,7134,150000.0,HOUSE,HOUSE,sale,2.0,144.0,1,0,0,,,690.0,3.0,0,TO_RENOVATE
20589460,Hannut,4280,375000.0,HOUSE,HOUSE,sale,3.0,140.0,1,0,0,100.0,1500.0,2733.0,4.0,0,GOOD
20648978,BEAURAING,5570,390000.0,HOUSE,MIXED_USE_BUILDING,sale,2.0,315.0,0,0,0,,,252.0,2.0,0,GOOD
20615553,Hoegaarden,3320,560000.0,HOUSE,VILLA,sale,5.0,179.0,1,0,0,36.0,350.0,850.0,,1,GOOD
20317085,HOEGAARDEN,3320,349000.0,HOUSE,HOUSE,sale,3.0,150.0,1,0,0,60.0,2575.0,2575.0,3.0,0,TO_RENOVATE
20534173,BLANKENBERGE,8370,436.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20579758,Antwerpen,2100,259000.0,APARTMENT,APARTMENT,sale,2.0,100.0,0,0,0,5.0,,,2.0,0,AS_NEW
20663641,Berlare,9290,345000.0,HOUSE,HOUSE,sale,3.0,178.0,1,0,0,,,591.0,4.0,0,GOOD
20648567,Houthalen-Helchteren,3530,125000.0,HOUSE,HOUSE,sale,0.0,702.0,0,0,0,,,702.0,3.0,0,
20523666,LOUFTÉMONT,6860,395000.0,HOUSE,HOUSE,sale,3.0,121.0,1,0,0,,,1917.0,4.0,0,GOOD
20660509,Lessen,7864,475000.0,HOUSE,VILLA,sale,4.0,240.0,1,0,0,50.0,400.0,852.0,4.0,0,JUST_RENOVATED
20640577,Uccle,1180,1890000.0,HOUSE,APARTMENT_BLOCK,sale,0.0,581.0,0,0,1,42.0,,0.0,2.0,0,AS_NEW
20651401,Putte,2580,425000.0,HOUSE,HOUSE,sale,4.0,191.0,0,0,0,,,869.0,,0,GOOD
20471840,HEMIKSEM,2620,249000.0,APARTMENT,APARTMENT,sale,2.0,83.0,1,0,0,5.0,,,2.0,0,JUST_RENOVATED
20647750,Genk,3600,225000.0,APARTMENT,APARTMENT,sale,2.0,103.0,0,0,0,,,,,0,TO_BE_DONE_UP
20401765,Mont-saint-guibert,1435,249000.0,HOUSE,HOUSE,sale,3.0,113.0,1,0,0,45.0,46.0,283.0,2.0,0,TO_BE_DONE_UP
11433802,Tournai,7500,229000.0,HOUSE,APARTMENT_BLOCK,sale,2.0,101.0,0,0,0,,,48.0,2.0,0,GOOD
20523809,Oostende,8400,239000.0,APARTMENT,APARTMENT,sale,2.0,71.0,1,0,0,4.0,,,3.0,0,GOOD
20611764,HUY,4500,265000.0,HOUSE,MIXED_USE_BUILDING,sale,4.0,222.0,1,0,0,,,89.0,8.0,0,GOOD
20642716,Zwevegem,8554,249000.0,HOUSE,HOUSE,sale,3.0,178.0,0,0,0,25.0,,0.0,2.0,0,AS_NEW
11310647,Etterbeek,1040,1790000.0,HOUSE,APARTMENT_BLOCK,sale,9.0,528.0,1,1,0,86.0,90.0,292.0,2.0,0,AS_NEW
20651973,Gent,9052,299.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20662697,Charleroi Montignies-sur-Sambre,6061,149000.0,HOUSE,APARTMENT_BLOCK,sale,4.0,250.0,0,0,0,,,0.0,2.0,0,TO_RENOVATE
20497627,Hoboken,2660,259000.0,HOUSE,HOUSE,sale,3.0,148.0,1,0,0,,,0.0,2.0,0,GOOD
20435823,Sint-Pieters-Leeuw,1600,849000.0,HOUSE,EXCEPTIONAL_PROPERTY,sale,5.0,300.0,1,0,0,25.0,1000.0,1250.0,4.0,0,AS_NEW
20624388,Durbuy,6940,230000.0,HOUSE,HOUSE,sale,2.0,156.0,1,0,0,,,620.0,,0,TO_BE_DONE_UP
20609027,Beloeil,7970,192000.0,HOUSE,HOUSE,sale,3.0,154.0,0,0,0,,,228.0,,0,GOOD
20634280,LAEKEN,1020,265000.0,APARTMENT,APARTMENT,sale,2.0,101.0,1,0,0,5.0,,,2.0,0,GOOD
20496176,TERTRE,7333,165000.0,HOUSE,HOUSE,sale,2.0,140.0,1,0,1,,,200.0,2.0,0,GOOD
10599103,Knokke,8300,795000.0,APARTMENT,DUPLEX,sale,2.0,85.0,0,1,0,,,,,0,GOOD
20464067,TURNHOUT,2300,195000.0,HOUSE,HOUSE,sale,2.0,128.0,1,0,0,,,133.0,2.0,0,TO_BE_DONE_UP
20643085,Beersel,1650,695000.0,HOUSE,VILLA,sale,4.0,249.0,0,0,0,,,1104.0,4.0,0,GOOD
20634438,Izegem,8870,219000.0,HOUSE,HOUSE,sale,6.0,229.0,1,0,0,,,423.0,,0,TO_RENOVATE
20643734,Berchem,2600,649000.0,HOUSE,APARTMENT_BLOCK,sale,3.0,220.0,1,0,0,,,67.0,2.0,0,GOOD
20404062,Koksijde,8670,470.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20660732,Assebroek,8310,295000.0,APARTMENT,APARTMENT,sale,2.0,105.0,1,0,0,,,,4.0,0,GOOD
20634334,Etterbeek,1040,950000.0,APARTMENT,APARTMENT,sale,2.0,220.0,1,0,0,25.0,,,2.0,0,
20660007,LESSINES,7860,595000.0,HOUSE,HOUSE,sale,3.0,206.0,1,0,0,,,7897.0,4.0,0,JUST_RENOVATED
20664326,Liège,4000,730000.0,HOUSE,MANSION,sale,7.0,327.0,1,0,0,,,0.0,2.0,0,GOOD
20529443,Kruisem,9750,150000.0,HOUSE,HOUSE,sale,2.0,142.0,0,0,0,,,225.0,2.0,0,TO_RENOVATE
20485620,Izegem,8870,225000.0,APARTMENT,APARTMENT,sale,2.0,92.0,0,0,0,7.0,,,,0,GOOD
20645129,Sint-jans-molenbeek,1080,267000.0,APARTMENT,GROUND_FLOOR,sale,1.0,98.0,1,0,0,,,,,0,GOOD
20643141,Hertsberge,8020,2495000.0,HOUSE,VILLA,sale,8.0,635.0,0,0,0,,,8260.0,35.0,0,GOOD
20647285,Aalter,9880,365000.0,HOUSE,HOUSE,sale,3.0,120.0,0,0,0,,,0.0,3.0,0,AS_NEW
20622878,Stavelot,4970,649000.0,HOUSE,HOUSE,sale,6.0,375.0,1,1,0,30.0,1350.0,1145.0,4.0,0,GOOD
20610854,BLANKENBERGE,8370,449000.0,HOUSE,HOUSE,sale,4.0,159.0,1,0,0,18.0,33.0,0.0,2.0,0,GOOD
20657779,BORSBEEK,2150,299000.0,APARTMENT,APARTMENT,sale,2.0,104.0,1,0,0,7.0,,,2.0,0,JUST_RENOVATED
11363218,Mechelen,2800,449500.0,APARTMENT,APARTMENT,sale,3.0,113.0,1,0,0,18.0,,,,0,AS_NEW
20244111,Verlaine,4537,425000.0,HOUSE,HOUSE,sale,4.0,170.0,1,0,0,,350.0,646.0,3.0,1,JUST_RENOVATED
20572398,Koksijde,8670,680000.0,HOUSE,HOUSE,sale,4.0,286.0,1,0,0,,,1210.0,4.0,0,AS_NEW
20643659,Antwerpen,2020,215000.0,APARTMENT,APARTMENT,sale,2.0,71.0,1,0,0,,,,2.0,0,GOOD
20646360,Lichtervelde,8810,361000.0,HOUSE,HOUSE,sale,4.0,134.0,1,0,0,24.0,119.0,187.0,2.0,0,GOOD
20323853,De Haan,8420,279000.0,APARTMENT,APARTMENT,sale,1.0,54.0,1,0,0,,,,,0,GOOD
20433193,Antwerpen,2018,375000.0,HOUSE,HOUSE,sale,4.0,153.0,0,0,0,,6.0,57.0,4.0,0,GOOD
20625575,Nieuwpoort,8620,359000.0,HOUSE,HOUSE,sale,3.0,280.0,0,0,0,114.0,,240.0,2.0,0,GOOD
20332544,Deinze,9800,340.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20615881,Leuven (Leuven),3000,138000.0,APARTMENT,KOT,sale,1.0,18.0,0,1,0,,,,2.0,0,
20015727,Zwevegem,8550,301.2,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20533413,Knokke centrum,8300,599000.0,APARTMENT,APARTMENT,sale,2.0,75.0,1,0,0,3.0,,,2.0,0,AS_NEW
20228088,Woluwe-Saint-Lambert,1200,1490000.0,HOUSE,HOUSE,sale,5.0,290.0,1,0,0,,650.0,781.0,2.0,0,TO_RENOVATE
20253553,Westende,8434,325000.0,APARTMENT,APARTMENT,sale,3.0,111.0,0,0,0,,,,,0,GOOD
20618964,Maldegem,9990,179000.0,APARTMENT,APARTMENT,sale,2.0,100.0,0,0,0,,,,,0,TO_BE_DONE_UP
20629313,Lierde,9570,355000.0,HOUSE,HOUSE,sale,4.0,190.0,1,0,0,,,778.0,4.0,0,
20623431,Berlare,9290,369000.0,HOUSE,HOUSE,sale,3.0,203.0,1,0,0,,,280.0,3.0,0,AS_NEW
20520187,Anderlecht,1070,189.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20636893,Brugge,8000,725000.0,HOUSE,HOUSE,sale,6.0,273.0,0,0,0,,,281.0,,0,GOOD
20620529,Herentals,2200,245000.0,HOUSE,HOUSE,sale,2.0,103.0,1,0,0,,,83.0,3.0,0,GOOD
20652167,GERAARDSBERGEN,9500,298000.0,HOUSE,HOUSE,sale,4.0,200.0,1,0,0,,,676.0,22.0,0,TO_RENOVATE
20651790,Laarne,9270,598000.0,HOUSE,HOUSE,sale,3.0,167.0,0,0,0,,,520.0,,0,GOOD
20643920,OLEN,2250,329000.0,HOUSE,HOUSE,sale,3.0,158.0,1,0,0,,,1253.0,4.0,0,AS_NEW
20659791,Knokke-Heist,8300,950000.0,APARTMENT,APARTMENT,sale,2.0,68.0,0,1,0,,,,,0,JUST_RENOVATED
20643115,Brugge,8380,695000.0,APARTMENT,PENTHOUSE,sale,3.0,166.0,0,0,0,110.0,,,,0,
20604958,Antwerpen,2018,795000.0,HOUSE,HOUSE,sale,3.0,207.0,0,0,0,30.0,40.0,55.0,2.0,0,AS_NEW
20377437,Knokke,8300,585000.0,APARTMENT,APARTMENT,sale,2.0,62.0,0,0,0,,,,2.0,0,AS_NEW
20657757,Kapelle-op-den-Bos,1880,675000.0,HOUSE,HOUSE,sale,3.0,225.0,1,0,0,,,726.0,4.0,0,
20521729,Saint-nicolas,4420,169000.0,APARTMENT,DUPLEX,sale,2.0,97.0,1,0,0,14.0,,,3.0,0,GOOD
20358058,Brasschaat,2930,375000.0,APARTMENT,GROUND_FLOOR,sale,3.0,130.0,1,0,0,10.0,,,2.0,0,
20442576,Arlon,6700,249000.0,APARTMENT,APARTMENT,sale,2.0,70.0,1,0,0,,,,3.0,0,GOOD
20622542,Blankenberge,8370,365000.0,APARTMENT,APARTMENT,sale,2.0,88.0,0,0,0,,,,,0,GOOD
20343621,ZWIJNAARDE,9052,399.5,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20615082,Fumal,4260,149000.0,HOUSE,HOUSE,sale,5.0,186.0,0,0,0,,,966.0,3.0,0,
20580956,Neupré,4121,699000.0,HOUSE,VILLA,sale,5.0,276.0,0,0,0,73.0,,1263.0,4.0,0,
20662388,Bruxelles,1000,345000.0,APARTMENT,APARTMENT,sale,1.0,97.0,1,0,0,,,,2.0,0,
20653841,Diegem,1831,380000.0,HOUSE,HOUSE,sale,4.0,153.0,0,0,0,,,166.0,2.0,0,
20404002,STEKENE,9190,495000.0,HOUSE,HOUSE,sale,5.0,238.0,1,0,0,,,245.0,3.0,0,
20659770,Biesme,5640,369000.0,HOUSE,HOUSE,sale,4.0,275.0,1,0,0,25.0,250.0,580.0,4.0,0,TO_BE_DONE_UP
11439435,La Hulpe,1310,1.838,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20473613,Tienen,3300,960000.0,APARTMENT,APARTMENT,sale,4.0,340.0,0,0,0,82.0,,,,0,AS_NEW
20656045,Braine-le-Comte,7090,224870.0,APARTMENT,APARTMENT,sale,2.0,87.0,0,0,0,8.0,,,4.0,0,
20590030,Haacht,3150,599000.0,HOUSE,VILLA,sale,5.0,212.0,1,0,0,110.0,265.0,590.0,4.0,0,AS_NEW
20664098,Seraing,4100,197000.0,HOUSE,HOUSE,sale,2.0,98.0,0,0,0,,,188.0,2.0,0,
20643105,MECHELEN,2800,269000.0,HOUSE,HOUSE,sale,4.0,170.0,0,0,0,,,0.0,2.0,0,TO_RENOVATE
20608765,DESSEL,2480,265000.0,HOUSE,HOUSE,sale,4.0,164.0,1,0,1,,,780.0,4.0,0,TO_RENOVATE
20536335,Heist-aan-Zee,8301,285000.0,APARTMENT,APARTMENT,sale,1.0,51.0,1,0,0,,,,2.0,0,GOOD
20512790,Marche-en-Famenne,6900,279000.0,HOUSE,HOUSE,sale,3.0,155.0,1,0,0,20.0,239.0,239.0,2.0,0,AS_NEW
20346254,Sint-Michiels,8200,325000.0,APARTMENT,APARTMENT,sale,3.0,110.0,1,0,0,6.0,,,,0,GOOD
20627314,Woluwe-Saint-Pierre,1150,1225000.0,HOUSE,HOUSE,sale,5.0,315.0,1,0,1,,1600.0,1595.0,3.0,1,AS_NEW
11475519,Antwerpen Hoboken,2660,259900.0,HOUSE,MIXED_USE_BUILDING,sale,2.0,385.0,1,0,0,,85.0,303.0,2.0,0,GOOD
20610363,Gozin,5570,275000.0,HOUSE,HOUSE,sale,3.0,140.0,0,0,1,20.0,300.0,410.0,4.0,0,GOOD
11278249,BEERSEL,1650,250000.0,APARTMENT,APARTMENT,sale,2.0,70.0,1,0,0,,,,2.0,0,TO_BE_DONE_UP
